hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,is_repeated_guest,previous_cancellations,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests,reservation_status
Resort Hotel,1,2017,January,13,0,2,2,0,0,BB,ESP,Direct,0,0,F,0,No Deposit,Transient,54.27,1,Canceled
Resort Hotel,1,2017,January,13,0,2,2,0,0,BB,PRT,Direct,0,0,A,0,No Deposit,Transient,44,0,Canceled
Resort Hotel,1,2017,January,13,1,2,1,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,37,0,Canceled
Resort Hotel,1,2017,January,14,0,1,2,0,0,HB,PRT,Online TA,0,0,A,0,No Deposit,Transient,78,1,Canceled
Resort Hotel,1,2017,January,14,0,1,2,1,0,BB,PRT,Online TA,0,0,D,1,No Deposit,Transient,75.5,2,Canceled
Resort Hotel,1,2017,January,14,1,1,2,0,0,BB,ESP,Online TA,0,0,E,0,No Deposit,Transient,68,2,Canceled
Resort Hotel,1,2017,January,14,1,1,2,0,0,BB,PRT,Online TA,0,0,F,2,No Deposit,Transient,69.35,1,Canceled
Resort Hotel,1,2017,January,14,2,1,2,2,0,BB,GBR,Online TA,0,0,G,0,No Deposit,Transient,82,0,Canceled
Resort Hotel,1,2017,January,14,2,1,2,0,0,BB,GBR,Online TA,0,0,E,0,No Deposit,Transient,55.8,2,Canceled
Resort Hotel,1,2017,January,14,2,1,1,0,0,HB,PRT,Online TA,0,0,A,0,No Deposit,Transient,46.43,0,Canceled
Resort Hotel,1,2017,January,14,2,1,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,51.3,2,Canceled
Resort Hotel,1,2017,January,14,2,1,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,33.6,0,Canceled
Resort Hotel,1,2017,January,14,2,1,2,0,0,BB,GBR,Online TA,0,0,E,1,No Deposit,Transient,55.8,2,Canceled
Resort Hotel,1,2017,January,14,2,5,2,0,0,BB,IRL,Online TA,0,0,A,0,No Deposit,Transient,42,0,Canceled
Resort Hotel,1,2017,January,14,2,5,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,37.8,1,Canceled
Resort Hotel,1,2017,January,14,2,1,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,29.11,1,Canceled
Resort Hotel,1,2017,January,14,4,10,2,0,0,BB,NLD,Online TA,0,0,A,0,No Deposit,Transient,37.8,0,Canceled
Resort Hotel,1,2017,January,15,2,2,3,1,0,BB,IRL,Online TA,0,0,H,0,No Deposit,Transient,93,1,Canceled
Resort Hotel,1,2017,January,16,1,0,1,0,0,BB,PRT,Corporate,0,0,A,1,No Deposit,Transient,35,0,Canceled
Resort Hotel,1,2017,January,16,1,1,2,0,0,BB,BRA,Online TA,0,0,A,0,No Deposit,Transient,48,0,Canceled
Resort Hotel,1,2017,January,16,1,1,2,0,0,BB,BRA,Online TA,0,0,A,0,No Deposit,Transient,48,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,1,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,1,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,1,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,16,1,2,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,17,0,1,1,0,0,BB,PRT,Corporate,0,0,A,1,No Deposit,Transient,35,0,Canceled
Resort Hotel,1,2017,January,17,0,1,2,0,0,BB,PRT,Direct,0,0,A,0,No Deposit,Transient,8,0,Canceled
Resort Hotel,1,2017,January,17,0,1,2,0,0,BB,PRT,Online TA,0,0,D,0,No Deposit,Transient,42.43,1,Canceled
Resort Hotel,1,2017,January,17,0,2,1,0,0,Undefined,PRT,Groups,0,0,A,1,No Deposit,Transient-Party,55,0,Canceled
Resort Hotel,1,2017,January,17,0,2,1,0,0,Undefined,PRT,Groups,0,0,A,1,No Deposit,Transient-Party,55,0,No-Show
Resort Hotel,1,2017,January,18,2,4,2,0,0,BB,POL,Online TA,0,0,H,0,No Deposit,Transient-Party,87,0,Canceled
Resort Hotel,1,2017,January,18,3,9,2,0,0,BB,PRT,Direct,0,0,A,0,No Deposit,Transient,8,0,Canceled
Resort Hotel,1,2017,January,19,0,1,1,0,0,BB,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,30,2,Canceled
Resort Hotel,1,2017,January,19,0,1,1,0,0,BB,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,30,2,Canceled
Resort Hotel,1,2017,January,19,0,2,2,0,0,HB,PRT,Online TA,0,0,A,1,No Deposit,Transient,57.6,0,Canceled
Resort Hotel,1,2017,January,19,0,2,2,0,0,HB,PRT,Online TA,0,0,A,1,No Deposit,Transient,57.6,0,Canceled
Resort Hotel,1,2017,January,19,2,4,2,2,0,BB,POL,Online TA,0,0,G,3,No Deposit,Transient,82,0,Canceled
Resort Hotel,1,2017,January,19,2,5,2,2,0,BB,POL,Online TA,0,0,G,0,No Deposit,Transient,82,0,Canceled
Resort Hotel,1,2017,January,20,0,1,2,0,0,BB,PRT,Direct,0,0,E,1,No Deposit,Transient,60,0,Canceled
Resort Hotel,1,2017,January,20,0,2,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,42,2,Canceled
Resort Hotel,1,2017,January,20,0,2,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,42,2,Canceled
Resort Hotel,1,2017,January,20,0,2,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,54,2,Canceled
Resort Hotel,1,2017,January,20,0,2,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,48,0,Canceled
Resort Hotel,1,2017,January,20,0,2,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,37.8,2,Canceled
Resort Hotel,1,2017,January,20,1,2,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,62,0,Canceled
Resort Hotel,1,2017,January,20,2,2,2,0,0,BB,BEL,Online TA,0,0,A,0,No Deposit,Transient,42,1,Canceled
Resort Hotel,1,2017,January,21,0,1,2,1,0,BB,PRT,Online TA,0,0,A,1,No Deposit,Transient,65.5,2,Canceled
Resort Hotel,1,2017,January,21,2,5,2,0,0,BB,DEU,Online TA,0,0,D,0,No Deposit,Transient,52,1,Canceled
Resort Hotel,1,2017,January,22,2,2,2,0,0,BB,DEU,Online TA,0,0,D,0,No Deposit,Transient,58,0,Canceled
Resort Hotel,1,2017,January,22,2,5,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,37.8,1,Canceled
Resort Hotel,1,2017,January,22,2,5,2,0,0,BB,FRA,Online TA,0,0,A,0,No Deposit,Transient,42,0,Canceled
Resort Hotel,1,2017,January,22,4,9,2,2,0,BB,TUR,Online TA,0,0,G,0,No Deposit,Transient,86,0,Canceled
Resort Hotel,1,2017,January,23,1,0,1,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,43,0,Canceled
Resort Hotel,1,2017,January,23,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,No Deposit,Transient,35,0,Canceled
Resort Hotel,1,2017,January,23,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,No Deposit,Transient,35,0,Canceled
Resort Hotel,1,2017,January,23,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,No Deposit,Transient,35,0,Canceled
Resort Hotel,1,2017,January,23,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,No Deposit,Transient,35,0,Canceled
Resort Hotel,1,2017,January,23,1,4,2,0,0,BB,AUS,Online TA,0,0,E,0,No Deposit,Transient,55.8,2,Canceled
Resort Hotel,1,2017,January,24,0,1,2,0,0,HB,PRT,Online TA,0,0,D,0,No Deposit,Transient,88,0,Canceled
Resort Hotel,1,2017,January,24,0,2,1,0,0,BB,PRT,Direct,0,0,A,0,No Deposit,Transient,35,0,Canceled
Resort Hotel,1,2017,January,24,1,5,3,1,0,BB,LUX,Online TA,0,0,H,0,No Deposit,Transient,87,0,Canceled
Resort Hotel,0,2017,January,25,0,1,1,0,0,BB,PRT,Corporate,0,0,A,0,No Deposit,Transient,35,0,Check-Out
Resort Hotel,1,2017,January,25,0,2,2,0,0,BB,PRT,Online TA,0,0,D,0,No Deposit,Transient,58,0,Canceled
Resort Hotel,1,2017,January,25,3,9,1,0,0,BB,DZA,Online TA,0,0,A,0,No Deposit,Transient,37,0,Canceled
Resort Hotel,1,2017,January,26,0,2,1,0,0,BB,FRA,Online TA,0,0,D,0,No Deposit,Transient,72,1,Canceled
Resort Hotel,1,2017,January,26,2,3,2,0,0,HB,BRA,Online TA,0,0,A,0,No Deposit,Transient,72,2,Canceled
Resort Hotel,1,2017,January,26,2,5,2,0,0,BB,CN,Online TA,0,0,A,0,No Deposit,Transient,37.8,0,Canceled
Resort Hotel,1,2017,January,27,0,2,2,2,0,BB,GBR,Online TA,0,0,H,1,No Deposit,Transient,93,1,Canceled
Resort Hotel,1,2017,January,27,0,2,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,48,1,Canceled
Resort Hotel,1,2017,January,27,0,2,2,0,0,BB,ESP,Online TA,0,0,D,0,No Deposit,Transient,78,0,Canceled
Resort Hotel,1,2017,January,27,0,2,2,0,0,BB,GBR,Online TA,0,0,A,1,No Deposit,Transient,48,1,Canceled
Resort Hotel,1,2017,January,27,0,2,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,48,1,Canceled
Resort Hotel,1,2017,January,27,0,2,2,0,0,BB,GBR,Online TA,0,0,A,1,No Deposit,Transient,48,1,Canceled
Resort Hotel,1,2017,January,27,0,2,2,0,0,BB,CN,Online TA,0,0,E,0,No Deposit,Transient,55.8,1,Canceled
Resort Hotel,1,2017,January,27,1,2,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient-Party,48,0,Canceled
Resort Hotel,1,2017,January,27,1,2,1,0,0,BB,PRT,Groups,0,0,A,5,No Deposit,Transient-Party,35,0,Canceled
Resort Hotel,1,2017,January,27,1,2,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient-Party,48,0,Canceled
Resort Hotel,1,2017,January,27,1,2,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient-Party,48,0,Canceled
Resort Hotel,1,2017,January,27,8,21,1,0,0,BB,CN,Online TA,0,0,A,0,No Deposit,Transient,37.83,1,Canceled
Resort Hotel,1,2017,January,28,0,1,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,42,1,Canceled
Resort Hotel,1,2017,January,28,0,1,2,0,0,HB,ESP,Online TA,0,0,A,0,No Deposit,Transient,78,0,Canceled
Resort Hotel,1,2017,January,28,0,1,1,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient-Party,32,0,Canceled
Resort Hotel,1,2017,January,28,0,1,2,0,0,BB,BRA,Online TA,0,0,A,0,No Deposit,Transient,42,1,Canceled
Resort Hotel,1,2017,January,28,0,1,2,0,0,BB,PRT,Online TA,0,0,E,0,No Deposit,Transient,76,1,Canceled
Resort Hotel,1,2017,January,28,0,1,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient-Party,36,0,Canceled
Resort Hotel,1,2017,January,28,0,1,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,48,0,Canceled
Resort Hotel,1,2017,January,28,0,1,2,1,0,BB,PRT,Direct,0,0,D,0,No Deposit,Transient,70,0,No-Show
Resort Hotel,1,2017,January,28,0,1,2,0,0,BB,BRA,Online TA,0,0,A,0,No Deposit,Transient,42,1,Canceled
Resort Hotel,1,2017,January,28,0,1,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,48,1,Canceled
Resort Hotel,1,2017,January,28,0,1,2,0,0,HB,PRT,Complementary,0,0,G,0,No Deposit,Transient,0,1,Canceled
Resort Hotel,1,2017,January,28,0,1,2,0,0,BB,PRT,Direct,0,0,D,0,No Deposit,Transient,55,1,Canceled
Resort Hotel,1,2017,January,28,0,1,2,0,0,BB,PRT,Complementary,0,0,F,0,No Deposit,Transient,0,0,Canceled
Resort Hotel,1,2017,January,28,1,1,2,0,0,BB,BRA,Online TA,0,0,A,0,No Deposit,Transient,37.8,0,Canceled
Resort Hotel,1,2017,January,28,0,1,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,48,1,No-Show
Resort Hotel,1,2017,January,28,1,1,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,52,0,Canceled
Resort Hotel,1,2017,January,28,2,2,2,0,0,BB,GBR,Direct,0,0,E,1,No Deposit,Transient,50.22,1,Canceled
Resort Hotel,1,2017,January,28,2,5,2,0,0,BB,DEU,Direct,0,0,E,2,No Deposit,Transient,61.8,0,Canceled
Resort Hotel,1,2017,January,28,8,20,2,0,0,BB,PRT,Online TA,0,0,E,0,No Deposit,Transient,55.8,3,Canceled
Resort Hotel,1,2017,January,28,2,3,1,0,0,BB,DEU,Online TA,0,0,D,0,No Deposit,Transient,58,1,Canceled
Resort Hotel,1,2017,January,29,2,5,2,0,0,HB,FRA,Online TA,0,0,A,4,No Deposit,Transient,72,1,Canceled
Resort Hotel,1,2017,January,29,2,5,2,0,0,HB,FRA,Online TA,0,0,A,0,No Deposit,Transient,72,0,Canceled
Resort Hotel,1,2017,January,29,2,5,2,0,0,BB,CN,Online TA,0,0,A,1,No Deposit,Transient,37.8,0,Canceled
Resort Hotel,1,2017,January,29,2,4,2,2,0,BB,DEU,Online TA,0,0,G,0,No Deposit,Transient,82,1,Canceled
Resort Hotel,1,2017,January,30,1,1,1,0,0,BB,PRT,Online TA,0,0,D,0,No Deposit,Transient,55.1,1,Canceled
Resort Hotel,1,2017,January,30,1,1,1,0,0,BB,PRT,Online TA,0,0,G,0,No Deposit,Transient,83.6,1,Canceled
Resort Hotel,1,2017,January,30,1,1,2,0,0,BB,DEU,Online TA,0,0,A,0,No Deposit,Transient,48,1,Canceled
Resort Hotel,1,2017,January,30,1,1,2,0,0,BB,PRT,Online TA,0,0,E,0,No Deposit,Transient,45.36,0,Canceled
Resort Hotel,1,2017,January,30,1,2,2,0,0,HB,FRA,Online TA,0,0,A,0,No Deposit,Transient,78,0,Canceled
Resort Hotel,1,2017,January,30,1,2,2,0,0,BB,FRA,Online TA,0,0,D,3,No Deposit,Transient,78,1,Canceled
Resort Hotel,1,2017,January,30,1,2,2,0,0,HB,FRA,Online TA,0,0,A,0,No Deposit,Transient,78,1,Canceled
Resort Hotel,1,2017,January,30,1,2,2,0,0,BB,FRA,Online TA,0,0,A,2,No Deposit,Transient,48,1,Canceled
Resort Hotel,1,2017,January,31,0,4,2,0,0,BB,GBR,Online TA,0,0,E,0,No Deposit,Transient,55.8,3,Canceled
Resort Hotel,1,2017,January,31,0,4,2,0,0,HB,PRT,Online TA,0,0,A,1,No Deposit,Transient,56.24,0,Canceled
Resort Hotel,1,2017,January,31,2,5,2,2,0,BB,GBR,Online TA,0,0,G,0,No Deposit,Transient,88,0,Canceled
Resort Hotel,1,2017,January,31,2,5,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,37.8,1,Canceled
Resort Hotel,1,2017,February,1,0,1,2,0,0,BB,DEU,Online TA,0,0,A,0,No Deposit,Transient,42,1,Canceled
